Year,StockKeyLabel,F,SSB,FishingPressureDescription,StockSizeDescription,Landings,Catches,Discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Ecoregion,landings
2004,ank.27.8c9a,0.94,0.6,F/Fmsy,B/Bmsy,993,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2018,ank.27.8c9a,0.37,1.11,F/Fmsy,B/Bmsy,773,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2006,ank.27.8c9a,1.11,0.64,F/Fmsy,B/Bmsy,1161,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2007,ank.27.8c9a,0.97,0.7,F/Fmsy,B/Bmsy,1306,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2008,ank.27.8c9a,0.69,0.72,F/Fmsy,B/Bmsy,957,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1983,ank.27.8c9a,1.01,1.35,F/Fmsy,B/Bmsy,2379,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1984,ank.27.8c9a,0.86,1.29,F/Fmsy,B/Bmsy,1929,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1985,ank.27.8c9a,0.96,1.24,F/Fmsy,B/Bmsy,1833,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1986,ank.27.8c9a,1.42,1.27,F/Fmsy,B/Bmsy,2563,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1987,ank.27.8c9a,1.92,1.33,F/Fmsy,B/Bmsy,3832,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2001,ank.27.8c9a,1,0.52,F/Fmsy,B/Bmsy,1013,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2013,ank.27.8c9a,0.58,1.05,F/Fmsy,B/Bmsy,1071,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2014,ank.27.8c9a,0.57,1.06,F/Fmsy,B/Bmsy,998,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2015,ank.27.8c9a,0.57,1.07,F/Fmsy,B/Bmsy,1047,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2016,ank.27.8c9a,0.51,1.1,F/Fmsy,B/Bmsy,1014,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2019,ank.27.8c9a,0.35,1.13,F/Fmsy,B/Bmsy,669,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2020,ank.27.8c9a,0.36,1.22,F/Fmsy,B/Bmsy,793,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2021,ank.27.8c9a,0.3,1.31,F/Fmsy,B/Bmsy,718,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1996,ank.27.8c9a,1.62,0.63,F/Fmsy,B/Bmsy,1629,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1997,ank.27.8c9a,1.97,0.61,F/Fmsy,B/Bmsy,1813,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1998,ank.27.8c9a,2.15,0.6,F/Fmsy,B/Bmsy,2089,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1999,ank.27.8c9a,1.81,0.57,F/Fmsy,B/Bmsy,1879,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2000,ank.27.8c9a,1.36,0.54,F/Fmsy,B/Bmsy,1369,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2012,ank.27.8c9a,0.64,1,F/Fmsy,B/Bmsy,1141,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2017,ank.27.8c9a,0.44,1.1,F/Fmsy,B/Bmsy,861,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2009,ank.27.8c9a,0.56,0.73,F/Fmsy,B/Bmsy,774,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2010,ank.27.8c9a,0.56,0.79,F/Fmsy,B/Bmsy,754,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2022,ank.27.8c9a,0.27,1.33,F/Fmsy,B/Bmsy,621,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2023,ank.27.8c9a,NA,1.37,F/Fmsy,B/Bmsy,NA,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
2011,ank.27.8c9a,0.64,0.89,F/Fmsy,B/Bmsy,948,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,BoBiscay & Iberia,NA
1997,aru.27.123a4,NA,NA,HRrel,B_index,7165,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1998,aru.27.123a4,NA,NA,HRrel,B_index,10277,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1996,aru.27.123a4,NA,NA,HRrel,B_index,8263,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2000,aru.27.123a4,NA,NA,HRrel,B_index,7654,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2001,aru.27.123a4,NA,NA,HRrel,B_index,16549,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1999,aru.27.123a4,NA,NA,HRrel,B_index,8596,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1995,aru.27.123a4,NA,NA,HRrel,B_index,7857,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1994,aru.27.123a4,NA,NA,HRrel,B_index,7953,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1993,aru.27.123a4,NA,NA,HRrel,B_index,11188,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2009,aru.27.123a4,1.027,443886,HRrel,B_index,13495,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2010,aru.27.123a4,1.013,NA,HRrel,B_index,12898,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2011,aru.27.123a4,1.039,NA,HRrel,B_index,12064,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2012,aru.27.123a4,1.011,333013,HRrel,B_index,12485,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2013,aru.27.123a4,0.993,NA,HRrel,B_index,13229,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2014,aru.27.123a4,1.002,521049,HRrel,B_index,15069,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2002,aru.27.123a4,NA,NA,HRrel,B_index,8672,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1988,aru.27.123a4,NA,NA,HRrel,B_index,14096,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1989,aru.27.123a4,NA,NA,HRrel,B_index,12176,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1990,aru.27.123a4,NA,168000,HRrel,B_index,11441,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1991,aru.27.123a4,NA,180000,HRrel,B_index,10295,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
1992,aru.27.123a4,NA,161000,HRrel,B_index,12668,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2008,aru.27.123a4,NA,NA,HRrel,B_index,13424,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2021,aru.27.123a4,0.916,501813,HRrel,B_index,13440,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2022,aru.27.123a4,0.919,403275,HRrel,B_index,12184,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2015,aru.27.123a4,1.016,NA,HRrel,B_index,15236,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2003,aru.27.123a4,NA,NA,HRrel,B_index,9969,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2004,aru.27.123a4,NA,NA,HRrel,B_index,16817,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2005,aru.27.123a4,NA,NA,HRrel,B_index,17595,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2006,aru.27.123a4,NA,NA,HRrel,B_index,25496,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2007,aru.27.123a4,NA,NA,HRrel,B_index,16374,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2020,aru.27.123a4,0.95,600351,HRrel,B_index,16248,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2016,aru.27.123a4,0.967,494604,HRrel,B_index,18917,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2017,aru.27.123a4,0.911,NA,HRrel,B_index,18223,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2018,aru.27.123a4,0.946,411335,HRrel,B_index,23902,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2019,aru.27.123a4,0.976,505843,HRrel,B_index,19777,NA,NA,2023,NA,NA,NA,NA,NA,NA,Arctic Ocean,NA
2005,aru.27.5a14,0.064,35361,F,SSB,4482,4482,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2004,aru.27.5a14,0.056,23181,F,SSB,3645,3645,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1990,aru.27.5a14,NA,NA,F,SSB,113,113,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1991,aru.27.5a14,NA,NA,F,SSB,246,246,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2002,aru.27.5a14,0.097,18352,F,SSB,4960,4960,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2003,aru.27.5a14,0.047,15732,F,SSB,2680,2680,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2013,aru.27.5a14,0.097,34690,F,SSB,7155,7155,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2014,aru.27.5a14,0.084,36379,F,SSB,6348,6348,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2015,aru.27.5a14,0.076,39812,F,SSB,6080,6080,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1992,aru.27.5a14,NA,NA,F,SSB,657,657,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1993,aru.27.5a14,NA,NA,F,SSB,1526,1526,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1994,aru.27.5a14,NA,NA,F,SSB,756,756,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2001,aru.27.5a14,0.07,17527,F,SSB,3043,3043,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2000,aru.27.5a14,0.133,18382,F,SSB,5657,5657,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2012,aru.27.5a14,0.134,34076,F,SSB,9289,9289,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1988,aru.27.5a14,NA,NA,F,SSB,241,241,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1989,aru.27.5a14,NA,NA,F,SSB,8,8,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1995,aru.27.5a14,NA,NA,F,SSB,586,586,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2016,aru.27.5a14,0.067,42368,F,SSB,5662,5662,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2017,aru.27.5a14,0.055,43544,F,SSB,5010,5010,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2018,aru.27.5a14,0.042,50414,F,SSB,4460,4460,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1999,aru.27.5a14,NA,NA,F,SSB,6681,6681,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1996,aru.27.5a14,NA,NA,F,SSB,881,881,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1997,aru.27.5a14,NA,NA,F,SSB,3935,3935,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
1998,aru.27.5a14,NA,NA,F,SSB,15242,15242,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2009,aru.27.5a14,0.127,47648,F,SSB,10828,10828,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2011,aru.27.5a14,0.151,37651,F,SSB,10516,10516,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2007,aru.27.5a14,0.049,44515,F,SSB,4227,4227,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2008,aru.27.5a14,0.102,48580,F,SSB,8778,8778,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2020,aru.27.5a14,0.03,61228,F,SSB,3802,3802,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2006,aru.27.5a14,0.062,40766,F,SSB,4769,4769,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2023,aru.27.5a14,NA,84291,F,SSB,NA,NA,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2019,aru.27.5a14,0.027,62072,F,SSB,3212,3212,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2010,aru.27.5a14,0.211,46220,F,SSB,16428,16428,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2022,aru.27.5a14,0.044,77111,F,SSB,6914,6914,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2021,aru.27.5a14,0.031,65763,F,SSB,4156,4156,0,2023,0.24,0.07,25437,18300,0.07,25437,Iceland,NA
2007,aru.27.5b6a,0.099,125666,F,SSB,23035,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2005,aru.27.5b6a,0.095,105316,F,SSB,12606,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2006,aru.27.5b6a,0.112,116839,F,SSB,17699,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2004,aru.27.5b6a,0.067,98560,F,SSB,10997,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2008,aru.27.5b6a,0.143,121159,F,SSB,20142,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2009,aru.27.5b6a,0.175,115359,F,SSB,21007,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1992,aru.27.5b6a,NA,NA,F,SSB,6974,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1993,aru.27.5b6a,NA,NA,F,SSB,2132,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2002,aru.27.5b6a,0.252,90264,F,SSB,19226,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2016,aru.27.5b6a,0.194,84438,F,SSB,16330,NA,1663,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2017,aru.27.5b6a,0.214,80260,F,SSB,16806,NA,270,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2018,aru.27.5b6a,0.14,79022,F,SSB,16033,NA,187,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2019,aru.27.5b6a,0.178,79717,F,SSB,17830,NA,86,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1994,aru.27.5b6a,NA,NA,F,SSB,8595,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1995,aru.27.5b6a,0.143,122076,F,SSB,17224,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1996,aru.27.5b6a,0.127,105881,F,SSB,15130,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2003,aru.27.5b6a,0.112,91327,F,SSB,8623,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2015,aru.27.5b6a,0.196,81472,F,SSB,17548,NA,270,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1989,aru.27.5b6a,NA,NA,F,SSB,20808,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1990,aru.27.5b6a,NA,NA,F,SSB,9683,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1991,aru.27.5b6a,NA,NA,F,SSB,4786,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1997,aru.27.5b6a,0.154,106472,F,SSB,15327,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2020,aru.27.5b6a,0.134,85249,F,SSB,17014,NA,127,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2021,aru.27.5b6a,0.16,91496,F,SSB,12925,NA,157,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2022,aru.27.5b6a,0.211,93707,F,SSB,18829,NA,243,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2001,aru.27.5b6a,0.309,95332,F,SSB,24546,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1998,aru.27.5b6a,0.287,99988,F,SSB,23135,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1999,aru.27.5b6a,0.232,90855,F,SSB,16614,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2000,aru.27.5b6a,0.161,92420,F,SSB,12245,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2013,aru.27.5b6a,0.294,85582,F,SSB,16618,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1988,aru.27.5b6a,NA,NA,F,SSB,8211,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2011,aru.27.5b6a,0.316,98668,F,SSB,22969,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2012,aru.27.5b6a,0.192,90419,F,SSB,16432,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2023,aru.27.5b6a,NA,88117,F,SSB,NA,NA,NA,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2010,aru.27.5b6a,0.255,110361,F,SSB,21846,NA,0,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
2014,aru.27.5b6a,0.196,80472,F,SSB,15663,NA,1581,2023,NA,0.33,82999,59729.7,0.24,82999,Iceland,NA
1995,aru.27.6b7-1012,NA,NA,HRrel,B_index,1624,1624,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1996,aru.27.6b7-1012,NA,NA,HRrel,B_index,11,11,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1998,aru.27.6b7-1012,NA,NA,HRrel,B_index,0,0,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1982,aru.27.6b7-1012,NA,NA,HRrel,B_index,666,666,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1999,aru.27.6b7-1012,NA,NA,HRrel,B_index,228,228,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1997,aru.27.6b7-1012,NA,NA,HRrel,B_index,12,12,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1981,aru.27.6b7-1012,NA,NA,HRrel,B_index,525,525,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1994,aru.27.6b7-1012,NA,NA,HRrel,B_index,59,59,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1993,aru.27.6b7-1012,NA,NA,HRrel,B_index,514,514,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2000,aru.27.6b7-1012,NA,NA,HRrel,B_index,1909,1909,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2008,aru.27.6b7-1012,NA,NA,HRrel,B_index,20,3138,3118,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2009,aru.27.6b7-1012,NA,74.9,HRrel,B_index,22,4205,4183,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2010,aru.27.6b7-1012,NA,89.98,HRrel,B_index,25,2054,2029,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1992,aru.27.6b7-1012,NA,NA,HRrel,B_index,475,475,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1984,aru.27.6b7-1012,NA,NA,HRrel,B_index,163,163,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1985,aru.27.6b7-1012,NA,NA,HRrel,B_index,0,0,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1986,aru.27.6b7-1012,NA,NA,HRrel,B_index,258,258,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1983,aru.27.6b7-1012,NA,NA,HRrel,B_index,599,599,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1988,aru.27.6b7-1012,NA,NA,HRrel,B_index,100,100,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1989,aru.27.6b7-1012,NA,NA,HRrel,B_index,200,200,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1990,aru.27.6b7-1012,NA,NA,HRrel,B_index,324,324,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1991,aru.27.6b7-1012,NA,NA,HRrel,B_index,14,14,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2007,aru.27.6b7-1012,NA,NA,HRrel,B_index,36,2119,2083,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2021,aru.27.6b7-1012,1.079,28.59,HRrel,B_index,34,96,62,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2022,aru.27.6b7-1012,1.117,71.04,HRrel,B_index,17,126,109,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1980,aru.27.6b7-1012,NA,NA,HRrel,B_index,13,13,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2011,aru.27.6b7-1012,NA,50.32,HRrel,B_index,14,2070,2056,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2012,aru.27.6b7-1012,NA,83.05,HRrel,B_index,36,239,203,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2013,aru.27.6b7-1012,NA,121.48,HRrel,B_index,1,134,133,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2001,aru.27.6b7-1012,NA,NA,HRrel,B_index,4545,4545,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1987,aru.27.6b7-1012,NA,NA,HRrel,B_index,50,50,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2003,aru.27.6b7-1012,NA,NA,HRrel,B_index,288,4341,4053,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2004,aru.27.6b7-1012,NA,NA,HRrel,B_index,722,4097,3375,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2005,aru.27.6b7-1012,NA,NA,HRrel,B_index,626,3064,2438,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2006,aru.27.6b7-1012,NA,NA,HRrel,B_index,40,1439,1399,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2020,aru.27.6b7-1012,1.014,109.81,HRrel,B_index,76,183,107,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1977,aru.27.6b7-1012,NA,NA,HRrel,B_index,1,1,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1978,aru.27.6b7-1012,NA,NA,HRrel,B_index,409,409,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1979,aru.27.6b7-1012,NA,NA,HRrel,B_index,103,103,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2002,aru.27.6b7-1012,NA,NA,HRrel,B_index,4662,4662,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2016,aru.27.6b7-1012,1.116,172.94,HRrel,B_index,0,240,240,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2017,aru.27.6b7-1012,1.214,129.63,HRrel,B_index,8,159,151,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2014,aru.27.6b7-1012,NA,59.57,HRrel,B_index,22,420,398,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2019,aru.27.6b7-1012,0.945,67.6,HRrel,B_index,8,160,152,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1976,aru.27.6b7-1012,NA,NA,HRrel,B_index,0,0,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2015,aru.27.6b7-1012,1.092,72.56,HRrel,B_index,5,34,29,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2018,aru.27.6b7-1012,1.1,98.72,HRrel,B_index,36,149,113,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1974,aru.27.6b7-1012,NA,NA,HRrel,B_index,0,0,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1975,aru.27.6b7-1012,NA,NA,HRrel,B_index,0,0,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1973,aru.27.6b7-1012,NA,NA,HRrel,B_index,103,103,0,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1997,bli.27.5a14,NA,NA,Frel,B_index,1319,1319,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1993,bli.27.5a14,NA,NA,Frel,B_index,7509,7509,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1996,bli.27.5a14,NA,NA,Frel,B_index,1210,1210,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1992,bli.27.5a14,NA,NA,Frel,B_index,2989,2989,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1967,bli.27.5a14,NA,NA,Frel,B_index,2948,2948,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
2014,bli.27.5a14,1.207,1412,Frel,B_index,2307,2307,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1994,bli.27.5a14,NA,NA,Frel,B_index,1444,1444,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1998,bli.27.5a14,NA,NA,Frel,B_index,1173,1173,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1966,bli.27.5a14,NA,NA,Frel,B_index,3714,3714,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1988,bli.27.5a14,NA,NA,Frel,B_index,2409,2409,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
2000,bli.27.5a14,4.419,573,Frel,B_index,2572,2572,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1971,bli.27.5a14,NA,NA,Frel,B_index,3867,3867,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
2007,bli.27.5a14,1.888,1069,Frel,B_index,2110,2110,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1999,bli.27.5a14,NA,NA,Frel,B_index,1951,1951,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
1987,bli.27.5a14,NA,NA,Frel,B_index,1969,1969,0,2022,NA,NA,NA,NA,NA,NA,Iceland,NA
